"global_turn_id";"query";"target_answer";"alex_answer";"step_text";"recipe_title";"is_ingredient_list";"gpt-3"
"38_21";"what else am I scraping?";"onion.";"Apart from the grains of rice, you need to scrape all pieces of onion from the side of the pressure cooker.";"Stir in remaining 3 1/2 cups (840ml) broth; scrape any grains of rice or pieces of onion from side of pressure cooker so that they are fully submerged. Close pressure cooker and bring up to low pressure (10 psi on most units). Cook at low pressure for 5 minutes, then depressurize cooker either by running it under cold water if it is not electric, or using the steam-release valve if it is electric.";"Pressure Cooker Butternut Squash Risotto With Frizzled Sage and Brown Butter Recipe";"False";"I am also scraping pieces of onion from the side of the pressure cooker."
"69_15";"what should I reduce the heat to?";"reduce heat to medium-low.";"You should reduce it to medium-low.";"Add stock (or water) and bring to a rolling boil. Season lightly with salt. Sprinkle in rice all over, making sure all grains are submerged and none are stuck on top of the pieces of chicken. Using your spatula, gently swirl the liquid around to distribute the rice evenly. Return to a boil, then reduce heat to medium-low.";"Stovetop Paella Mixta for Two With Chicken and Shrimp Recipe";"False";"Lower the heat to medium-low."
"5_7";"Alexa what must I drain at the beginning of the step?";"potatoes.";"At the beginning, you need to drain the potatoes.";"When potatoes are drained, add 3 tablespoons oil to skillet and heat over medium-high heat until shimmering. Add drained potatoes and cook, stirring and tossing occasionally, until potatoes are deep brown and crisp on all sides, about 20 minutes total. Add cumin and paprilka and cook, stirring, until fragrant, about 30 seconds. Season to taste with salt and pepper. Transfer potatoes to bowl with chorizo and set aside.";"Crispy Potato, Chorizo, and Green Chili Hash With Avocado and Eggs Recipe";"False";"At the start of the step, drain the potatoes and heat 3 tablespoons of oil in a skillet over medium-high heat until it shimmers."
"16_8";"what will I cook on the charcoal?";"duck.";"You will cook the duck on the charcoal.";"Light one chimney full of charcoal. When all the charcoal is lit and covered with gray ash, pour out and arrange the coals on one side of the charcoal grate. Set cooking grate in place, cover grill and allow to preheat for 5 minutes. Clean and oil the grilling grate. Score duck skin diagonally every 1/2-inch. Season breast liberally all over with salt and pepper. Place duck breast on hot side of grill, skin side down, and cook until skin has browned and crisped, 5 to 7 minutes. Flip and brown on other side, about 4 minutes. Move duck to cool side of grill, cover, and continue to cook until an instant read thermometer registers 130 degrees when inserted into middle of breast. Remove duck from grill and let rest for 5 to 10 minutes.";"Thai Spicy Duck Salad Recipe";"False";"I will cook a duck on the charcoal."
"93_9";"what do I add to this pan?";"chicken.";"The first thing to add to the pan in this step are chicken cutlets.";"Remove the chicken breasts from the marinade and wipe off any excess. In a stainless steel skillet, heat oil over medium-high heat until shimmering. Working in batches if necessary to prevent crowding the pan, add the chicken cutlets and cook until golden brown on each side, 2 to 3 minutes per side. Transfer cooked cutlets to a platter and cover with foil or place in a low oven to keep warm. Repeat with remaining chicken, adding more oil if the pan gets too dry.";"Cuban-Style Pollo a la Plancha (Marinated and Griddled Chicken) Recipe";"False";"Add the chicken cutlets to the pan and cook until golden brown on each side, 2 to 3 minutes per side."
"91_11";"should all the tuna be added?";"no.";"No, it's about the tuna oil. You should add 2 tablespoons (30ml) here.";"Add reserved 1/4 cup (60ml) mushroom soaking liquid, tomatoes, and 2 tablespoons (30ml) reserved tuna oil (if your tuna doesn't have that much oil, just add as much as it does), and bring to a simmer. Season with salt.";"Roman-Style Spaghetti Alla Carrettiera (Tomato, Tuna, and Mushroom Pasta) Recipe";"False";"No, only add as much tuna oil as is available."
"31_13";"how long should I cook it for?";"about 12 minutes.";"If you are referring to the mushrooms, they should be cooked for about 12 minutes.";"Meanwhile, heat 3 tablespoons olive oil in a large skillet over medium-high heat until shimmering. Add shiitake mushrooms and cook, stirring frequently, until moisture evaporates and mushrooms are beginning to brown, about 12 minutes. Add leeks and celery and cook, stirring frequently, until softened, about 4 minutes. Add garlic and cook stirring, until fragrant, about 30 seconds. Season with salt and pepper and add to food processor work bowl.";"Vegetables Wellington (The Ultimate Vegan Plant-Based Holiday Roast) Recipe";"False";"Cook the shiitake mushrooms in 3 tablespoons of olive oil over medium-high heat for 12 minutes, stirring frequently, until moisture evaporates and mushrooms are beginning to brown."
"3_1";"Alexa how much ginger do I need?";"one 2–inch piece fresh ginger.";"You need one 2-inch piece fresh ginger here.";"Place the lamb in a 1 gallon (3.8L) ziptop bag. In a medium bowl, mix the yogurt, garlic, ginger, and 1 1/2 teaspoons salt until combined, pour the yogurt mixture over the lamb, seal the bag, and shake the bag to coat the lamb well. Leave the ziptop bag in the refrigerator to marinate overnight.";"Lamb Biryani With Saffron, Yogurt, and Caramelized Onions Recipe";"True";"To marinate the lamb overnight, you will need to mix one 2-inch piece of fresh ginger with yogurt, garlic, and 1 1/2 teaspoons of salt."
"85_9";"how long do I leave it to refrigerate?";"1 hour.";"Leave the dough balls to refrigerate for about 1 hour to 1 hour 30 minutes.";"Shape the dough into rounds once again, gently folding the dough over itself similar to how you did before, but even more carefully now. Now flip the dough ball over so that the seams you just created are on the bottom and a smooth surface is on top. Let dough rest on the work surface, seam-side down, for 5 minutes. Transfer each dough ball, seam-side up, to a bowl or basket lined with a lightly floured linen cloth or plain, not-fuzzy kitchen towel. Refrigerate dough balls or store in a cool place until dough has nearly doubled in size, about 1 hour to 1 hour 30 minutes.";"Simple Crusty White Bread Recipe";"False";"Refrigerate the dough for 1 hour, or store in a cool place until the dough has nearly doubled in size, about 1 hour to 1 hour 30 minutes."
"21_1";"what do I cover the lasagna noodles with?";"warm water.";"Cover them with warm water.";"Place lasagna noodles in a 9- by 13-inch baking dish and cover with warm water. Let soak 15 minutes, then arrange on a clean kitchen towel or paper towels to dry. Set aside.";"Creamy Brussels Sprout and Mushroom Lasagna Recipe";"False";"To prepare lasagna noodles, soak them in warm water for 15 minutes before arranging them on a clean kitchen towel or paper towel to dry."
"59_10";"how long do I cook the shallots for?";"about 1 minute.";"You need to cook the shallots for about 1 minute. They have to be completely softened then.";"Reheat wok over high heat and add all of the beef, along with sliced garlic/chili/makrut lime mixture. Continue to cook, tossing and stirring constantly, until stir-fry is aromatic and shallots have completely softened, about 1 minute.";"Thai-Style Beef With Basil and Chilies (Phat Bai Horapha) Recipe";"False";"The shallots need to cook for about 1 minute until they have softened."
"47_7";"how long should I preheat the grill?";"for 5 minutes.";"Allow the grill to preheat for 5 minutes.";"Light 1/2 chimney of charcoal. When all the charcoal is lit and covered with gray ash, pour out and arrange the coals on one side of the charcoal grate. Set cooking grate in place, cover grill, and allow to preheat for 5 minutes. Alternatively, set half the burners on a gas grill to the highest heat setting, cover, and preheat for 10 minutes. Clean and oil the grill grates.";"Kilawin: Grilled Pork, Punchy Sauce, Can't Lose";"False";"Preheat the grill for 5 minutes for charcoal grills, or 10 minutes for gas grills."
"38_15";"okay Alexa how long am I cooking the Rice for?";"4 minutes.";"Cook the rice for 3 to 4 minutes until it's toasted but not browned.";"Add rice and cook, stirring, until rice is evenly coated in oil and toasted but not browned, 3 to 4 minutes. (Rice grains should start to look like tiny ice cubes: translucent around the edges and cloudy in the center.)";"Pressure Cooker Butternut Squash Risotto With Frizzled Sage and Brown Butter Recipe";"False";"Cook the rice for 3 to 4 minutes, stirring constantly, until the grains become translucent around the edges and cloudy in the center."
"39_1";"what do I need to use to toast the fenugreek?";"small skillet.";"To toast the fenugreek leaves, use a small skillet.";"To Marinate the Chicken: In a small skillet, toast fenugreek leaves (or fenugreek seeds, if using) over medium heat, tossing them constantly, until quite fragrant, about 30 seconds. Transfer toasted leaves to spice grinder or mortar and pestle and grind to fine powder. Set aside.";"Butter Chicken Recipe";"False";"You will need a small skillet to toast the fenugreek leaves or seeds."
"16_1";"which ingredients do I add to the fish sauce, sesame oil and sugar?";"lime juice.";"Apart from these ingredients you need to add lime juice and chili.";"To make the dressing: Whisk together lime juice, fish sauce, sesame oil, sugar, and chili in a small bowl. Set aside.";"Thai Spicy Duck Salad Recipe";"False";"To make the dressing, whisk together lime juice, fish sauce, sesame oil, sugar, and chili in a small bowl and set aside."
"92_29";"what kind of pan works well?";"roasting pan.";"A roasting pan works well for this.";"Unmolding the Cheesecake From a Traditional Cake Pan: Loosen the sides of the cheesecake from the pan with a thin knife or offset spatula. Stand the cake in a few inches of scalding hot water until the pan feels warm (a roasting pan works well for this). Drape the cake in plastic wrap to protect its surface, then invert onto a large, flat plate, and lift the pan to pull it away. It should slide free without any resistance; if not, continue standing in hot water a few minutes more. After removing the pan, peel the parchment from the crust, and re-invert the cheesecake onto a serving plate. Cover with plastic and refrigerate until needed, up to 10 days.";"Epic New York Cheesecake From BraveTart Recipe";"False";"To unmold a cheesecake from a traditional cake pan, using a thin knife or offset spatula, loosen the sides of the cheesecake from the pan. Then, stand the cake in a few inches of scalding hot water, using a roasting pan, until the pan feels warm. After that, drape the cake in plastic wrap and invert onto a large, flat plate, and lift the pan to pull it away. Finally, peel the parchment from the crust, and re-invert the cheesecake onto a serving plate, cover with plastic and refrigerate until needed, up to 10 days."
